title,author,binding,isbn,publisher,publication_date,categories,url,length,width,height,sales_price,stock_quantity
MURDER AT SUNRISE LAKE,"Feehan, Christine",Hardcover,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593333143B/murder-at-sunrise-lake,9.3,6.16,1.51,1.88,21
MY DREAMS OUT IN THE STREET,"Addonizio, Kim",Paperback,9780740000000.0,Simon and Schuster,,"['Fiction', 'General', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780743297738B/my-dreams-out-in-the-street,8.48,5.51,0.86,1.75,4
MY EDUCATION,"Choi, Susan",Paperback,9780140000000.0,Penguin Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780143125570B/my-education,8.37,5.41,0.79,2.75,24
MY EX-BEST FRIEND'S WEDDING,"Wax, Wendy",Paperback,9780440000000.0,Berkley Publishing Group,,"['Fiction', 'Contemporary', 'Fiction', 'Humorous', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440001430B/my-ex-best-friends-wedding,7.98,5.11,0.96,2.75,5
MY FAIR MISTRESS,"Warren, Tracy Anne",Pocket Books,9780350000000.0,Ballantine Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780345495396B/my-fair-mistress,6.7,4.0,1.3,1.75,1
"MY HIGHLAND ROGUE (HIGHLAND FLING, BK. 1)","Ranney, Karen",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063019928B/my-highland-rogue-highland-fling-bk-1,6.61,4.05,1.12,1.5,2
MY ONE AND ONLY COWBOY (MEADOW VALLEY),"Pine, A. J.",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9781538749791B/my-one-and-only-cowboy-meadow-valley,6.75,4.13,1.05,1.5,317
THE NEIGHBOR WAGER,"Kaswell, Crystal",Paperback,9781650000000.0,"Entangled Publishing, LLC",,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781649375728B/the-neighbor-wager,8.05,5.38,1.13,3.0,1000
NEIGHBORS,"Steel, Danielle",Paperback,9781980000000.0,Dell,,"['Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781984821393B/neighbors,6.82,4.21,1.02,1.5,15
NEIGHBORS,"Steel, Danielle",Hardcover,9781980000000.0,Delacorte Press,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781984821379B/neighbors,9.55,6.4,1.17,1.88,231
"NEVER BLOW A KISS (THE SECRET SOCIETY OF GOVERNESS SPIES, BK. 1)","Lovise, Lindsay",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538740521B/never-blow-a-kiss-the-secret-society-of-gover,7.89,5.24,1.1,3.0,78
NEVER CHANGE,"Berg, Elizabeth",Paperback,9781670000000.0,Washington Square Press,,"['Fiction', 'Romance', 'Fiction', 'Literary']",https://www.bookdepot.com/Store/Details/9781668000939B/never-change,8.31,5.36,0.87,1.5,1
NEVER MET A DUKE LIKE YOU,"Howard, Amalie",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538737767B/never-met-a-duke-like-you,7.95,5.17,1.2,3.0,117
"NEVER RESCUE A ROGUE (THE MERRIWELL SISTERS, BK. 2)","Heath, Virginia",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250787781B/never-rescue-a-rogue-the-merriwell-sisters-bk,8.03,5.38,1.12,3.0,8
"NEVER SEDUCE A DUKE (MATING HABITS OF SCOUNDRELS, BK. 5)","Lorret, Vivienne",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063143081B/never-seduce-a-duke-mating-habits-of-scoundre,6.56,4.09,1.36,1.25,69
NEVER TELL,"Abrams, Stacey",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9781250805829B/never-tell,8.22,5.46,0.99,1.5,258
"NEVER WAGER WITH A WALLFLOWER (THE MERRIWELL SISTERS, BK. 3)","Heath, Virginia",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781250787804B/never-wager-with-a-wallflower-the-merriwell-s,8.29,5.37,0.86,3.0,200
THE NEWCOMER,"Andrews, Mary Kay",Hardcover,9781250000000.0,St. Martin's Press,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250256966B/the-newcomer,9.58,6.53,1.56,2.81,11
"THE NEXT 365 DAYS (365 DAYS, BK. 3)","Lipinska, Blanka",Paperback,9781670000000.0,Emily Bestler Books,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9781668005316B/the-next-365-days-365-days-bk-3,8.27,5.31,0.96,3.25,1000
"THE NEXT ALWAYS (INN BOONSBORO TRILOGY, BK. 1)","Roberts, Nora",Pocket Books,9780520000000.0,Jove,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780515151497B/the-next-always-inn-boonsboro-trilogy-bk-1,6.79,4.18,0.95,2.5,7
NEXT-DOOR NEMESIS,"Martin, Alexa",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9780593337257B/next-door-nemesis,8.0,5.29,0.85,3.0,869
NIGHT FALLS ON PREDICAMENT AVENUE,"Wright, Jaime Jo",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780764241451B/night-falls-on-predicament-avenue,8.52,5.6,1.1,3.0,53
A NIGHT LIKE THIS,"Quinn, Julia",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062072900B/a-night-like-this,6.76,4.11,1.14,2.5,70
NIGHT FOR DAY,"Lim, Roselle",Paperback,9780590000000.0,Ace Books,,"['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593335642B/night-for-day,7.94,5.24,0.91,3.0,226
NIGHTSHADE,"McAfee, Annalena",Hardcover,9780530000000.0,Knopf,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780525658290B/nightshade,8.48,5.89,1.12,2.63,3
NINE LIVES,"Steel, Danielle",Hardcover,9781980000000.0,Delacorte Press,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781984821430B/nine-lives,9.59,6.36,1.12,2.81,697
NINETEEN STEPS,"Brown, Millie Bobby",Hardcover,9780060000000.0,William Morrow & Company,,"['Fiction', 'Historical', 'Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063335776B/nineteen-steps,9.32,6.24,1.05,3.75,44
"NO HUMANS INVOLVED (WOMEN OF THE OTHERWORLD, BK. 7)","Armstrong, Kelley",Pocket Books,9780550000000.0,Bantam Books,,"['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780553588378B/no-humans-involved-women-of-the-otherworld-bk,6.81,4.18,1.2,2.5,22
"NO OTHER DUKE WILL DO (WINDHAM BRIDES, BK. 3)","Burrowes, Grace",Pocket Books,9781460000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781455570010B/no-other-duke-will-do-windham-brides-bk-3,6.72,4.11,1.13,2.0,113
"NO WAY UP (THE CIMARRON LEGACY, BK. 1)","Connealy, Mary",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9780764211812B/no-way-up-the-cimarron-legacy-bk-1,8.5,5.5,1.0,2.25,1
NORA: A LOVE STORY OF NORA AND JAMES JOYCE,"O'Connor, Nuala",Paperback,9780060000000.0,HarperPerennial,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Biographical']",https://www.bookdepot.com/Store/Details/9780062991720B/nora-a-love-story-of-nora-and-james-joyce,8.03,5.52,1.29,1.75,72
NORTHERN LIGHTS,"Roberts, Nora",Paperback,9780520000000.0,Jove Books,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780515139747B/northern-lights,7.45,4.16,1.66,1.75,38
NOT EXACTLY WHAT I HAD IN MIND,"Brook, Kate",Paperback,9780590000000.0,Dutton Books,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593186824B/not-exactly-what-i-had-in-mind,8.34,5.38,0.93,1.5,109
NOT PLANNING ON YOU (DANVERS),"Landon, Sydney",Pocket Books,9780450000000.0,Signet Book,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780451419620B/not-planning-on-you-danvers,6.74,4.21,0.91,2.0,1
NOT THAT DUKE (A WOULD-BE WALLFLOWERS - LARGE PRINT),"James, Eloisa",Paperback,9780060000000.0,HarperLuxe,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063322707B/not-that-duke-a-would-be-wallflowers---large,9.24,6.2,1.14,4.75,22
"NOT THAT DUKE (WOULD-BE WALLFLOWERS, BK. 3)","James, Eloisa",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063139626B/not-that-duke-would-be-wallflowers-bk-3,6.61,4.07,1.3,1.25,31
"NOT THE DUKE'S DARLING (THE GREYCOURT, BK. 1)","Hoyt, Elizabeth",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538763520B/not-the-dukes-darling-the-greycourt-bk-1,6.73,4.16,1.1,2.0,287
NOT THE GIRL YOU MARRY,"Christopher, Andie J.",Paperback,9781980000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781984802682B/not-the-girl-you-marry,8.23,5.48,0.96,2.75,20
"NOT THE KIND OF EARL YOU MARRY (THE UNCONVENTIONAL LADIES OF MAYFAIR, BK. 1)","Pembrooke, Kate",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538703755B/not-the-kind-of-earl-you-marry-the-unconventi,7.0,4.75,0.95,1.13,500
NOTHING BUT THE TRUTH,"James, Holly",Paperback,9780590000000.0,Dutton Books,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593186503B/nothing-but-the-truth,7.97,5.3,0.72,3.0,118
"NOTHING COMPARES TO THE DUKE (THE DUKE'S DEN, BK. 3)","Carlyle, Christy",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062854018B/nothing-compares-to-the-duke-the-dukes-den-bk,6.67,4.19,1.25,1.5,5
"THE NOTORIOUS LORD KNIGHTLY (THE CHESSMAN: MASTERS OF SEDUCTION, BK. 2)","Heath, Lorraine",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063114678B/the-notorious-lord-knightly-the-chessman-mast,6.59,4.14,1.24,2.5,241
THE NUMBERS GAME,"Steel, Danielle",Hardcover,9780400000000.0,Delacorte Press,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780399179563B/the-numbers-game,9.53,6.4,1.12,1.88,18
"NURSE KITTY: AFTER THE WAR (KITTY NEALE, BK. 1)","Campbell, Maggie",Paperback,9781410000000.0,Trapeze,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9781409191834B/nurse-kitty-after-the-war-kitty-neale-bk-1,7.75,5.0,1.0,3.25,7
O BEAUTIFUL (TARGET EDITION),"Yun, Jung",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9781250905642B/o-beautiful-target-edition,8.5,5.5,1.0,3.0,1
"OFFER FROM A GENTLEMAN: BENEDICT'S STORY (THE BRIDGERTON SERIES, BK. 3)","Quinn, Julia",Paperback,9780060000000.0,HarperCollins Publishers,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063279476B/offer-from-a-gentleman-benedicts-story-the-br,9.0,5.8,1.97,3.55,17
ON MOONBERRY LAKE,"Varni, Holly",Paperback,9780800000000.0,Revell,,"['Fiction', 'Contemporary', 'Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800744977B/on-moonberry-lake,8.48,5.48,1.03,3.0,50
ON OCEAN BOULEVARD (THE BEACH HOUSE),"Monroe, Mary Alice",Paperback,9781980000000.0,Gallery Books,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982147006B/on-ocean-boulevard-the-beach-house,8.3,5.34,1.04,2.25,27
ON A NIGHT OF A THOUSAND STARS,"Clark, Andrea Yaryura",Paperback,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538720301B/on-a-night-of-a-thousand-stars,7.84,5.33,1.28,3.0,16
ON A NIGHT OF A THOUSAND STARS,"Clark, Andrea Yaryura",Hardcover,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538720295B/on-a-night-of-a-thousand-stars,8.87,5.95,1.22,2.81,1
"ON A SUMMER TIDE (THREE SISTERS ISLAND, BK. 1)","Fisher, Suzanne Woods",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800734985B/on-a-summer-tide-three-sisters-island-bk-1,8.5,5.5,1.0,2.25,1
"ONCE DISHONORED (ROGUES REDEEMED, BK. 5)","Putney, Mary Jo",Paperback,9781420000000.0,Zebra Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781420148114B/once-dishonored-rogues-redeemed-bk-5,6.93,4.73,1.05,1.5,148
"ONCE DISHONORED (ROGUES REDEEMED, BK. 5)","Putney, Mary Jo",Hardcover,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781496720269B/once-dishonored-rogues-redeemed-bk-5,8.55,5.77,1.04,1.75,3
"ONCE UPON A CABIN (SWEET HOME, ALASKA, BK. 2)","Griffin, Patience",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593101490B/once-upon-a-cabin-sweet-home-alaska-bk-2,6.68,4.07,0.97,1.37,21
THE ONCE AND FUTURE FLING,"Heasley, Leigh",Paperback,9781990000000.0,Wattpad Books,,"['Fiction', 'Romance', 'Fiction', 'Fantasy', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781990778483B/the-once-and-future-fling,8.5,5.51,0.89,3.25,288
ONE ITALIAN SUMMER,"Serle, Rebecca",Hardcover,9781980000000.0,Atria Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982166793B/one-italian-summer,8.47,5.73,1.38,3.5,12
ONE LUCKY DAY - 2-IN-1 EDITION (HEAD OVER HEELS/LUCKY IN LOVE),"Shalvis, Jill",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538754054B/one-lucky-day---2-in-1-edition-head-over-heel,6.99,4.79,1.16,1.31,542
ONE MOMENT,"Hunter, Becky",Hardcover,9781540000000.0,Forever,,"['Fiction', ""Women's Fiction"", 'Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538741757B/one-moment,9.24,6.26,1.32,3.75,690
"ONE NIGHT WITH YOU (GRAYSON FRIENDS, BK. 3)","Ray, Francis",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250624048B/one-night-with-you-grayson-friends-bk-3,8.31,5.34,0.97,4.25,10
ONE NIGHT WITH A COWBOY,"Richardson, Sara",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9781538717165B/one-night-with-a-cowboy,6.99,4.79,0.92,1.13,537
ONE NIGHT IN GEORGIA,"Norfleet, Celeste O.",Paperback,9780060000000.0,Amistad Press,,"['Fiction', 'Romance', 'Fiction', 'Coming of Age', 'Fiction', 'African American']",https://www.bookdepot.com/Store/Details/9780062329899B/one-night-in-georgia,8.0,5.5,1.0,2.75,1
ONE NIGHT ON THE ISLAND,"Silver, Josie",Pocket Books,9780590000000.0,Dell,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593594568B/one-night-on-the-island,7.42,3.98,1.07,2.5,106
ONE SEASON OF SUNSHINE,"London, Julia",Pocket Books,9781980000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982131920B/one-season-of-sunshine,6.73,4.13,1.21,1.5,1
ONE SUMMER IN SAVANNAH,"Harris, Terah Shelton",Paperback,9781730000000.0,Sourcebooks,,"['Fiction', 'Family Life', 'Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781728265742B/one-summer-in-savannah,8.2,5.46,1.56,3.0,24
THE ONE THAT GOT AWAY,"Rixon, Charlotte",Hardcover,9781250000000.0,St. Martin's Press,,"['Fiction', 'Romance', 'Fiction', 'Coming of Age', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781250285669B/the-one-that-got-away,9.62,6.51,1.15,3.75,833
THE ONE YOU WANT,"Ryan, Jennifer",Paperback,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063094116B/the-one-you-want,7.93,5.29,1.0,3.0,24
THE ONE YOU'RE WITH,"Denton, Lauren K.",Hardcover,9780790000000.0,Thomas Nelson,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785232575B/the-one-youre-with,9.57,6.51,1.35,1.75,2
THE ONE YOU'RE WITH,"Denton, Lauren K.",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780785232643B/the-one-youre-with,8.4,5.54,1.0,3.0,51
THE ONLY GAME IN TOWN,"Waldon, Lacie",Paperback,9780590000000.0,G. P. Putnam's Sons,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593540800B/the-only-game-in-town,7.94,5.2,0.97,3.0,72
ONLY LOVE CAN HURT LIKE THIS,"Toon, Paige",Paperback,9780590000000.0,G. P. Putnam's Sons,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593544334B/only-love-can-hurt-like-this,7.94,5.16,0.98,3.0,233
"ONLY FOR YOU (SAPPHIRE SPRINGS, BK. 2)","Curtis, Barb",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538703106B/only-for-you-sapphire-springs-bk-2,7.03,4.78,0.78,2.25,422
"OPEN COUNTRY (BLOODY ROSE TRILOGY, BK. 2)","Warner, Kaki",Pocket Books,9780430000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780425244555B/open-country-bloody-rose-trilogy-bk-2,6.71,4.1,1.26,1.37,13
THE ORCHARD,"Lewis, Beverly",Hardcover,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764237546B/the-orchard,8.76,5.76,1.04,2.0,146
ORCHID,"Castle, Jayne",Pocket Books,9780670000000.0,Pocket Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780671569020B/orchid,7.24,4.55,0.92,1.31,27
THE ORPHAN HOUSE,"Bennett, Ann",Paperback,9781540000000.0,Forever,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781538707517B/the-orphan-house,8.05,5.32,1.04,1.13,35
THE ORPHAN'S SONG,"Kate, Lauren",Paperback,9780740000000.0,Putnam Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Coming of Age', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780735212589B/the-orphans-song,8.16,5.46,0.96,1.25,198
OUR ITALIAN SUMMER,"Probst, Jennifer",Paperback,9780590000000.0,Penguin Random House Company,,"['Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593098462B/our-italian-summer,7.9,5.27,1.1,3.5,25
OUR SUMMER TOGETHER,"Blake, Fanny",Paperback,9781410000000.0,Orion Publishing,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781409159926B/our-summer-together,7.78,5.07,1.03,1.75,2
OUT OF NOWHERE,"Brown, Sandra",Paperback,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781538742969B/out-of-nowhere,7.93,5.14,1.49,3.5,1000
OUT OF NOWHERE,"Brown, Sandra",Hardcover,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781538742945B/out-of-nowhere,9.31,6.26,1.48,4.0,889
OUT OF NOWHERE (LARGE PRINT),"Brown, Sandra",Hardcover,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781538766668B/out-of-nowhere-large-print,9.31,6.27,1.73,4.25,168
